Alexander_(cocktail), ['gin', 'crème de cacao', 'fresh cream']
Americano_(cocktail), ['campari', 'sweet red vermouth', 'soda water']
Angel_Face_(cocktail), ['gin', 'apricot brandy', 'calvados']
Aviation_(cocktail), ['gin', 'maraschino', 'lemon juice', 'crème de violette']
Between_the_Sheets_(cocktail), ['white rum', 'cognac', 'triple sec', 'fresh lemon juice']
Boulevardier_(cocktail), ['bourbon or rye whiskey', 'bitter campari', 'sweet red vermouth']
Brandy_Crusta, ['brandy', 'maraschino', 'curaçao', 'fresh lemon juice', 'simple syrup', 'bitters']
Casino_(cocktail), ['gin', 'maraschino', 'fresh lemon juice', 'orange bitters']
Clover_Club_Cocktail, ['gin', 'lemon juice', 'raspberry syrup', 'egg white']
Daiquiri, ['white rum', 'fresh lime juice', 'sugar']
Martini_(cocktail), ['gin', 'dry vermouth']
Hanky-Panky_cocktail, ['gin', 'sweet red vermouth', 'fernet branca']
John_Collins_(cocktail), ['gin', 'fresh lemon juice', 'simple syrup', 'soda water']
Last_Word_(cocktail), ['gin', 'chartreuse', 'maraschino', 'lime juice']
Manhattan_(cocktail), ['rye whiskey', 'sweet red vermouth', 'angostura bitters']
Martinez_(cocktail), ['gin', 'sweet red vermouth', 'maraschino liqueur', 'orange bitters']
Mary_Pickford_(cocktail), ['white rum', 'fresh pineapple juice', 'grenadine', 'maraschino']
Monkey_Gland, ['gin', 'orange juice', 'absinthe', 'grenadine']
Negroni, ['gin', 'sweet red vermouth', 'campari']
Old_fashioned_(cocktail), ['bourbon or rye whiskey', 'sugar', 'angostura bitters']
Paradise_(cocktail), ['gin', 'apricot brandy', 'orange juice']
Planter's_punch, ['jamaican rum', 'lime juice', 'sugar cane juice']
Porto_flip, ['brandy', 'port', 'egg white']
Rusty_Nail_(cocktail), ['scotch whiskey', 'drambuie']
Sazerac, ['cognac', 'absinthe', "peychaud's bitters"]
Sidecar_(cocktail), ['cognac', 'triple sec', 'fresh lemon juice']
Stinger_(cocktail), ['cognac', 'white crème de menthe']
Tuxedo_(cocktail), ['gin', 'dry vermouth', 'maraschino', 'absinthe', 'bitters|orange bitters']
Vieux_Carré_(cocktail), ['rye whiskey', 'cognac', 'sweet vermouth', 'bénédictine', "peychaud's bitters"]
Whiskey_sour, ['bourbon whiskey', 'lemon juice', 'simple syrup']
White_Lady_(cocktail), ['gin', 'triple sec', 'lemon juice']
Bellini_(cocktail), ['prosecco', 'fresh peach purée']
Black_Russian, ['vodka', 'coffee liqueur']
Bloody_Mary_(cocktail), ['vodka', 'tomato juice', 'fresh lemon juice', 'worcestershire sauce']
Caipirinha, ['cachaça', 'lime', 'sugar']
Champagne_cocktail, ['champagne', 'cognac', 'angostura bitters', 'sugar cube']
Cosmopolitan_(cocktail), ['vodka citron', 'cointreau', 'fresh lime juice', 'cranberry juice']
Rum_and_Coke, ['cola', 'white rum', 'fresh lime juice']
French_75_(cocktail), ['gin', 'lemon juice', 'simple syrup', 'champagne']
French_Connection_(cocktail), ['cognac', 'amaretto']
Golden_dream_(cocktail), ['galliano', 'triple sec', 'fresh orange juice', 'fresh cream']
Grasshopper_(cocktail), ['crème de menthe (green)', 'crème de cacao (white)', 'cream']
Hemingway_Special, ['rum', 'grapefruit juice', 'maraschino', 'lime juice']
Horse's_Neck, ['brandy', 'ginger ale', 'angostura bitters']
Irish_coffee, ['whiskey', 'hot coffee', 'cream', 'sugar']
Kir_(cocktail), ['white wine', 'crème de cassis']
Long_Island_iced_tea, ['tequila', 'vodka', 'white rum', 'cointreau', 'gin', 'lemon juice', 'simple syrup', 'cola']
Mai_Tai, ['amber rum', 'rhum agricole', 'curaçao', 'orgeat', 'lime juice', 'simple syrup']
Margarita, ['tequila', 'triple sec', 'lime juice']
Mimosa_(cocktail), ['champagne', 'orange juice']
Mint_julep, ['bourbon whiskey', 'mint leaves', 'powdered sugar', 'water']
Mojito, ['white rum', 'fresh lime juice', 'mint leaves', 'simple syrup', 'soda water']
Moscow_mule, ['vodka', 'lime juice', 'ginger beer']
Piña_colada, ['white rum', 'coconut cream', 'fresh pineapple juice']
Pisco_sour, ['pisco', 'fresh lemon juice', 'simple syrup']
Sea_Breeze_(cocktail), ['vodka', 'cranberry juice', 'grapefruit juice']
Sex_on_the_Beach, ['vodka', 'peach schnapps', 'orange juice', 'cranberry juice']
Singapore_Sling, ['gin', 'cherry liqueur', 'cointreau', 'bénédictine', 'pineapple juice', 'grenadine', 'angostura bitters']
Tequila_sunrise_(cocktail), ['tequila', 'orange juice', 'grenadine syrup']
Vesper_(cocktail), ['gin', 'vodka', 'lillet blanc']
Zombie_(cocktail), [None, 'jamaican dark rum', 'puerto rican gold rum', '151 rum', 'lime juice', 'falernum', 'grapefruit juice', 'cinnamon syrup', 'angostura bitters']
Barracuda_(cocktail), ['gold rum', 'galliano', 'pineapple juice', 'fresh lime juice']
Bee's_Knees_(cocktail), no ingredients apparently :(
Bramble_(cocktail), ['gin', 'fresh lemon juice', 'sugar syrup', 'crème de mûre']
Canchanchara, ['cuban aguardiente', 'fresh lime juice', 'raw honey', 'water']
Dark_'n'_Stormy, no ingredients apparently :(
Espresso_Martini, no ingredients apparently :(
Fernet_con_coca, ['fernet-branca', None]
French_Martini, no ingredients apparently :(
Illegal_(cocktail), [None, 'mezcal (espadín)', 'jamaica overproof white rum', 'falernum', 'maraschino luxardo', 'fresh lime (fruit)|lime juice', 'syrup#simple syrup|simple syrup', 'egg white (optional)']
Lemon_drop_(cocktail), [None, 'vodka citron', 'triple sec', 'fresh lemon juice']
Naked_and_Famous_(cocktail), no ingredients apparently :(
New_York_Sour, no ingredients apparently :(
Old_Cuban, ['aged rum', 'fresh lime juice', 'syrup#simple syrup|simple syrup', 'angostura bitters', None, 'champagne brut or prosecco']
Paloma_(cocktail), [None, '100% agave tequila', 'fresh lime juice', 'salt', 'pink grapefruit soda']
Paper_Plane_(cocktail), no ingredients apparently :(
Penicillin_(cocktail), ['scotch whisky#blended|blended scotch whisky', 'islay whisky|lagavulin 16y whisky', 'fresh lemon juice', 'honey syrup', 'fresh ginger']
Russian_Spring_Punch, no ingredients apparently :(
South_Side_(cocktail), ['london dry gin', 'lemon juice', 'simple syrup', None, 'egg white (optional)']
Spicy_Fifty, [None, 'vodka vanilla', 'elderflower cordial', 'fresh lime juice', 'monin honey syrup', None]
Spritz_Veneziano, no ingredients apparently :(
Suffering_Bastard, no ingredients apparently :(
Tipperary_(cocktail), ['irish whiskey', 'sweet red vermouth', 'green chartreuse (liqueur)#green chartreuse|chartreuse', 'angostura bitters']
Tommy's_Margarita, no ingredients apparently :(
Trinidad_Sour, no ingredients apparently :(
Ve.n.to, ['white smooth grappa', 'fresh lemon juice', 'honey mix (made with chamomile infusion if desired)', 'chamomile cordial', 'egg white (optional)']
Yellow_Bird_(cocktail), no ingredients apparently :(
